SEQ_ID,UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,LOCALE
295,112686,119701,1197,El Camino College-Compton Center,Compton,CA,www.compton.edu,testsite.cccco.edu/npc/711/npcalc.htm,21
296,112826,119000,1190,Contra Costa College,San Pablo,CA,www.contracosta.edu,www.contracosta.edu/studentservices/finaid/resources/Shared%20Documents/default.aspx,21
297,113096,753600,7536,Cosumnes River College,Sacramento,CA,www.crc.losrios.edu/,www.losrios.edu/lrc/npcalc.php?c=crc,11
298,113111,927200,9272,Crafton Hills College,Yucaipa,CA,www.craftonhills.edu,webprod.cccco.edu/npc/981/npcalc.htm,41
299,113193,119200,1192,Cuesta College,San Luis Obispo,CA,WWW.CUESTA.EDU,www.cuesta.edu/student/aboutmoney/finaid/resources/Net_Price_Calculator.html,23
300,113218,2111300,21113,Cuyamaca College,El Cajon,CA,www.cuyamaca.edu,webprod.cccco.edu/npc/021/npcalc.htm,21
301,113236,119300,1193,Cypress College,Cypress,CA,www.cypresscollege.edu,webprod.cccco.edu/npc/861/npcalc.htm,21
302,113333,448000,4480,De Anza College,Cupertino,CA,www.deanza.edu/,webprod.cccco.edu/npc/421/npcalc.htm,13
303,113397,3467300,34673,Marinello Schools of Beauty-Hemet,Hemet,CA,www.marinello.com,www.marinello.com,22
304,113449,3964400,39644,International School of Beauty Inc,Palm Desert,CA,internationalschoolofbeauty.com,internationalschoolofbeauty.com,21
305,113537,3025600,30256,Dell Arte International School of Physical Theatre,Blue Lake,CA,www.dellarte.com/school,www.dellarte.com/school,41
306,113573,118200,1182,College of the Desert,Palm Desert,CA,collegeofthedesert.edu,webprod.cccco.edu/npc/931/npcalc.htm,21
307,113582,2298000,22980,Design Institute of San Diego,San Diego,CA,WWW.DISD.EDU,disd.studentaidcalculator.com/survey.aspx,11
308,113634,119100,1191,Diablo Valley College,Pleasant Hill,CA,www.dvc.edu,www.dvc.edu/org/departments/financial-aid/netpricecalculator.htm,21
309,113698,119600,1196,Dominican University of California,San Rafael,CA,www.dominican.edu,www.dominican.edu/admissions/aid/net-price-calculator-npc,13
310,113704,129600,1296,Dominican School of Philosophy & Theology,Berkeley,CA,www.dspt.edu,www.dspt.edu/1978104916433687/site/default.asp,12
311,113856,2226000,22260,East Los Angeles College,Monterey Park,CA,www.elac.edu/index.htm,www.elac.edu/admission/finaid/index.htm,13
312,113908,2086400,20864,Marinello Schools of Beauty-Santa Clara,Santa Clara,CA,www.marinello.com,www.marinello.com,12
313,113980,119700,1197,El Camino Community College District,Torrance,CA,www.elcamino.edu,www.finaid.org/calculators/studentbudget.phtml,21
314,114044,2091200,20912,Elegance International,Hollywood,CA,ei.edu/,www.ei.edu/netpricecalculator/npcalc.htm,11
315,114071,1265000,12650,Marinello Schools of Beauty-Burbank,Burbank,CA,www.marinello.com,www.marinello.com,12
316,114080,2221300,22213,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,CA,www.marinello.com,www.marinello.com,21
317,114123,903200,9032,Empire College School of Business,Santa Rosa,CA,www.empcol.edu,www.empcol.edu,12
318,114266,1245200,12452,Evergreen Valley College,San Jose,CA,www.evc.edu,testsite.cccco.edu/npc/471/npcalc.htm,11
319,114354,1111200,11112,Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,www.fidm.edu,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,11
320,114390,1111202,11112,Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,WWW.FIDM.EDU,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,11
321,114415,1111203,11112,Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,FIDM.edu,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,12
322,114433,859700,8597,Feather River Community College District,Quincy,CA,www.frc.edu,webprod.cccco.edu/npc/121/npcalc.htm,41
323,114460,725300,7253,Federico Beauty Institute,Sacramento,CA,federico.edu,www.federico.edu/disclosures,21
324,114549,2096100,20961,Fielding Graduate University,Santa Barbara,CA,www.fielding.edu,www.fielding.edu/financialAid,13
325,114585,3131300,31313,Five Branches University,Santa Cruz,CA,www.fivebranches.edu,www.fivebranches.edu,22
326,114628,1298500,12985,Hair California Beauty Academy,Orange,CA,www.hairca.com,hairca.com/admissions.html,12
327,114716,119900,1199,Foothill College,Los Altos Hills,CA,www.foothill.edu,webprod.cccco.edu/npc/422/npcalc.htm,21
328,114761,2230900,22309,Fredrick and Charles Beauty College,Eureka,CA,www.fandcbeauty.com,www.fandcbeauty.com,33
329,114789,130700,1307,Fresno City College,Fresno,CA,www.fresnocitycollege.edu,www.fresnocitycollege.edu/index.aspx?page=241,11
330,114813,125300,1253,Fresno Pacific University,Fresno,CA,www.fresno.edu,experiencefpu.com/financial-aid/traditional-undergraduate-net-price-calculator,11
331,114840,120000,1200,Fuller Theological Seminary in California,Pasadena,CA,www.fuller.edu,www.fuller.edu/admissions/tuition-and-fees.aspx,12
332,114859,120100,1201,Fullerton College,Fullerton,CA,www.fullcoll.edu,webprod.cccco.edu/npc/862/npcalc.htm,21
333,114938,120200,1202,Gavilan College,Gilroy,CA,www.gavilan.edu,www.gavilan.edu/finaid/npc/,23
334,114947,2231900,22319,Gemological Institute of America-Carlsbad,Carlsbad,CA,www.gia.edu,www.gia.edu/net-price-calculator,12
335,115001,120300,1203,Glendale Community College,Glendale,CA,www.glendale.edu,webprod.cccco.edu/npc/731/npcalc.htm,12
336,115010,2338500,23385,Glendale Career College,Glendale,CA,www.success.edu,www.north-westcollege.edu/ecamp/npc-gcc/npcalc.htm,12
337,115083,120500,1205,Golden Gate University-San Francisco,San Francisco,CA,www.ggu.edu,www.ggu.edu/undergraduate/enrollment/financial-aid/net-price-calculator,11
338,115126,120600,1206,Golden West College,Huntington Beach,CA,www.goldenwestcollege.edu,webprod.cccco.edu/npc/832/npcalc.htm,21
339,115214,120700,1207,Graduate Theological Union,Berkeley,CA,WWW.GTU.EDU,www.gtu.edu,12
340,115296,120800,1208,Grossmont College,El Cajon,CA,www.grossmont.edu/,webprod.cccco.edu/npc/022/npcalc.htm,21
341,115357,2211000,22110,Salon Success Academy-San Bernardino,San Bernardino,CA,www.gotobeautyschool.com,www.gotobeautyschool.com,12
342,115393,120900,1209,Hartnell College,Salinas,CA,www.hartnell.edu,www.hartnell.edu/admissions/fees_and_refunds/fee_calculator.html,12
343,115409,117100,1171,Harvey Mudd College,Claremont,CA,www.hmc.edu,npc.collegeboard.org/student/app/hmc,21
344,115454,723411,7234,Heald College-Rancho Cordova,Rancho Cordova,CA,www.heald.edu,www.heald.edu/npc,13
345,115472,723412,7234,Heald College-Fresno,Fresno,CA,www.heald.edu,www.heald.edu/npc,11
346,115490,723405,7234,Heald College-San Jose,Milpitas,CA,www.heald.edu,www.heald.edu/npc,13
347,115515,723400,7234,Heald College-San Francisco,San Francisco,CA,www.heald.edu,www.heald.edu/npc,11
348,115533,723404,7234,Heald College-Concord,Concord,CA,www.Heald.edu,www.heald.edu/npc,21
349,115658,2285100,22851,Hilltop Beauty School,Daly City,CA,www.hilltopbeautyschool.com,www.hilltopbeautyschool.com,21
350,115728,118300,1183,Holy Names University,Oakland,CA,www.hnu.edu,www.hnu.edu/calc/npcalc.htm,11
351,115746,3126800,31268,Pacifica Graduate Institute,Carpinteria,CA,www.pacifica.edu,www.pacifica.edu,41
352,115755,114900,1149,Humboldt State University,Arcata,CA,www.humboldt.edu,www.csumentor.edu/finaid/pais/,33
353,115773,121200,1212,Humphreys College-Stockton and Modesto Campuses,Stockton,CA,www.humphreys.edu,www.humphreys.edu/index.php?option=com_content&view=article&id=20&Itemid=52,11
354,115861,121400,1214,Imperial Valley College,Imperial,CA,www.imperial.edu,www.imperial.edu/students/financial-aid-and-scholarships/cost-of-attendance/,41
355,115931,2128300,21283,Institute for Business and Technology,Santa Clara,CA,www.ibttech.com,ibttech.studentaidcalculator.com/survey.aspx,12
356,116226,2520300,25203,Interior Designers Institute,Newport Beach,CA,idi.edu,www.idi.edu/net-price-calculator.html,13
357,116350,2255400,22554,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,toniguy.com/academy/santa_monica_beauty_school/default.aspx,toniguy.com/academy/santa_monica_beauty_school/default.aspx,13
358,116439,2539500,25395,Irvine Valley College,Irvine,CA,www.ivc.edu,www.ivc.edu/student/finaid/Pages/caculator.aspx,12
359,116466,732981,7329,ITT Technical Institute-National City,National City,CA,www.itt-tech.edu,www.itt-tech.edu/npc,21
360,116475,732985,7329,ITT Technical Institute-San Dimas,San Dimas,CA,www.itt-tech.edu,www.itt-tech.edu/npc,21
361,116484,732909,7329,ITT Technical Institute-Orange,Orange,CA,www.itt-tech.edu,www.itt-tech.edu/npc,12
362,116563,1202600,12026,Bellus Academy-El Cajon,El Cajon,CA,www.bellusacademy.edu,www.bellusacademy.edu,21
363,116712,448400,4484,John F Kennedy University,Pleasant Hill,CA,www.jfku.edu,www.jfku.edu,21
364,116846,274100,2741,American Jewish University,Los Angeles,CA,www.aju.edu,www.aju.edu,11
365,117052,130800,1308,Reedley College,Reedley,CA,www.reedleycollege.edu,webprod.cccco.edu/npc/572/npcalc.htm,32
366,117104,2270600,22706,Life Pacific College,San Dimas,CA,www.lifepacific.edu,www.lifepacific.edu/admissions/financial-aid/net-price-calculator/,21
367,117113,2179947,21799,The Art Institute of California-Argosy University San Diego,San Diego,CA,www.artinstitutes.edu/san-diego/,tcc.noellevitz.com/edmc/Freshman-Students?iframe=true&width=600&height=1000,11
368,117140,121600,1216,University of La Verne,La Verne,CA,www.laverne.edu/,laverne.studentaidcalculator.com/survey.aspx,21
369,117168,2330500,23305,Laguna College of Art and Design,Laguna Beach,CA,www.lcad.edu,www.lcad.edu/netprice,41
370,117195,1290700,12907,Lake Tahoe Community College,South Lake Tahoe,CA,www.ltcc.edu,webprod.cccco.edu/npc/221/npcalc.htm,41
371,117238,1301000,13010,Lancaster Beauty School,Lancaster,CA,lancasterbeautyschool.com,lancasterbeautyschool.com,21
372,117247,126600,1266,Laney College,Oakland,CA,www.laney.edu/wp/,webprod.cccco.edu/npc/343/npcalc.htm,11
373,117274,121700,1217,Lassen Community College,Susanville,CA,www.lassencollege.edu/,lassencollege.edu,41
374,117520,2228500,22285,Life Chiropractic College West,Hayward,CA,www.lifewest.edu,lifewest.edu/prospective/financial-aid-tuition-budget.shtml,12
375,117557,697500,6975,Lincoln University,Oakland,CA,www.lincolnuca.edu,lincolnuca.edu/admission/financialaid,11
376,117575,3332300,33323,Southern California Seminary,El Cajon,CA,www.socalsem.edu,www.socalsem.edu/netpricecalculator/npcalc.htm,21
377,117627,121500,1215,La Sierra University,Riverside,CA,www.lasierra.edu,www.lasierra.edu/fileadmin/documents/finaid/netprice/npcalc.htm,11
378,117645,121900,1219,Long Beach City College,Long Beach,CA,www.lbcc.edu,webprod.cccco.edu/npc/841/npcalc.htm,11
379,117672,122900,1229,Southern California University of Health Sciences,Whittier,CA,www.scuhs.edu,www.scuhs.edu,21
